# Gnuplot File : positions of 1 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 
0.96	-3.5 -8.06754 -3.5 0 0 0 1	
0.97	-3.5 -8.16269 -3.5 0 0 0 1	
0.98	-3.5 -8.25883 -3.5 0 0 0 1	
0.99	-3.5 -8.35595 -3.5 0 0 0 1	
1	-3.5 -8.45405 -3.5 0 0 0 1	
1.01	-3.5 -8.55313 -3.5 0 0 0 1	
1.02	-3.5 -8.65319 -3.5 0 0 0 1	
1.03	-3.5 -8.75424 -3.5 0 0 0 1	
1.04	-3.5 -8.85626 -3.5 0 0 0 1	
1.05	-3.5 -8.95926 -3.5 0 0 0 1	
1.06	-3.5 -9.06325 -3.5 0 0 0 1	
1.07	-3.5 -9.16822 -3.5 0 0 0 1	
1.08	-3.5 -9.27417 -3.5 0 0 0 1	
1.09	-3.5 -9.38109 -3.5 0 0 0 1	
1.1	-3.5 -9.489 -3.5 0 0 0 1	
1.11	-3.5 -9.5979 -3.5 0 0 0 1	
1.12	-3.5 -9.70777 -3.5 0 0 0 1	
1.13	-3.5 -9.81862 -3.5 0 0 0 1	
1.14	-3.5 -9.93045 -3.5 0 0 0 1	
1.15	-3.5 -10.0433 -3.5 0 0 0 1	
1.16	-3.5 -10.1571 -3.5 0 0 0 1	
1.17	-3.5 -10.2718 -3.5 0 0 0 1	
1.18	-3.5 -10.3876 -3.5 0 0 0 1	
1.19	-3.5 -10.5043 -3.5 0 0 0 1	
1.2	-3.5 -10.6221 -3.5 0 0 0 1	
1.21	-3.5 -10.7408 -3.5 0 0 0 1	
1.22	-3.5 -10.8604 -3.5 0 0 0 1	
1.23	-3.5 -10.9811 -3.5 0 0 0 1	
1.24	-3.5 -11.1027 -3.5 0 0 0 1	
1.25	-3.5 -11.2254 -3.5 0 0 0 1	
1.26	-3.5 -11.349 -3.5 0 0 0 1	
1.27	-3.5 -11.4736 -3.5 0 0 0 1	
1.28	-3.5 -11.5991 -3.5 0 0 0 1	
1.29	-3.5 -11.7257 -3.5 0 0 0 1	
1.3	-3.5 -11.8532 -3.5 0 0 0 1	
1.31	-3.5 -11.9817 -3.5 0 0 0 1	
1.32	-3.5 -12.1112 -3.5 0 0 0 1	
1.33	-3.5 -12.2417 -3.5 0 0 0 1	
1.34	-3.5 -12.3731 -3.5 0 0 0 1	
1.35	-3.5 -12.5056 -3.5 0 0 0 1	
1.36	-3.5 -12.639 -3.5 0 0 0 1	
1.37	-3.5 -12.7734 -3.5 0 0 0 1	
1.38	-3.5 -12.9088 -3.5 0 0 0 1	
1.39	-3.5 -13.0451 -3.5 0 0 0 1	
1.4	-3.5 -13.1825 -3.5 0 0 0 1	
1.41	-3.5 -13.3208 -3.5 0 0 0 1	
1.42	-3.5 -13.4601 -3.5 0 0 0 1	
1.43	-3.5 -13.6004 -3.5 0 0 0 1	
1.44	-3.5 -13.7416 -3.5 0 0 0 1	
1.45	-3.5 -13.8839 -3.5 0 0 0 1	
1.46	-3.5 -14.0271 -3.5 0 0 0 1	
1.47	-3.5 -14.1713 -3.5 0 0 0 1	
1.48	-3.5 -14.3165 -3.5 0 0 0 1	
1.49	-3.5 -14.4627 -3.5 0 0 0 1	
1.5	-3.5 -14.6098 -3.5 0 0 0 1	
1.51	-3.5 -14.758 -3.5 0 0 0 1	
1.52	-3.5 -14.9071 -3.5 0 0 0 1	
1.53	-3.5 -15.0572 -3.5 0 0 0 1	
1.54	-3.5 -15.2082 -3.5 0 0 0 1	
1.55	-3.5 -15.3603 -3.5 0 0 0 1	
1.56	-3.5 -15.5133 -3.5 0 0 0 1	
1.57	-3.5 -15.6673 -3.5 0 0 0 1	
1.58	-3.5 -15.8223 -3.5 0 0 0 1	
1.59	-3.5 -15.9783 -3.5 0 0 0 1	
1.6	-3.5 -16.1353 -3.5 0 0 0 1	
1.61	-3.5 -16.2932 -3.5 0 0 0 1	
1.62	-3.5 -16.4521 -3.5 0 0 0 1	
1.63	-3.5 -16.612 -3.5 0 0 0 1	
1.64	-3.5 -16.7729 -3.5 0 0 0 1	
1.65	-3.5 -16.9348 -3.5 0 0 0 1	
1.66	-3.5 -17.0976 -3.5 0 0 0 1	
1.67	-3.5 -17.2615 -3.5 0 0 0 1	
1.68	-3.5 -17.4263 -3.5 0 0 0 1	
1.69	-3.5 -17.5921 -3.5 0 0 0 1	
1.7	-3.5 -17.7588 -3.5 0 0 0 1	
1.71	-3.5 -17.9266 -3.5 0 0 0 1	
1.72	-3.5 -18.0953 -3.5 0 0 0 1	
1.73	-3.5 -18.265 -3.5 0 0 0 1	
1.74	-3.5 -18.4357 -3.5 0 0 0 1	
1.75	-3.5 -18.6074 -3.5 0 0 0 1	
1.76	-3.5 -18.7801 -3.5 0 0 0 1	
1.77	-3.5 -18.9537 -3.5 0 0 0 1	
1.78	-3.5 -19.1283 -3.5 0 0 0 1	
1.79	-3.5 -19.3039 -3.5 0 0 0 1	
1.8	-3.5 -19.4805 -3.5 0 0 0 1	
1.81	-3.5 -19.6581 -3.5 0 0 0 1	
1.82	-3.5 -19.8366 -3.5 0 0 0 1	
1.83	-3.5 -20.0161 -3.5 0 0 0 1	
1.84	-3.5 -20.1966 -3.5 0 0 0 1	
1.85	-3.5 -20.3781 -3.5 0 0 0 1	
